date	title	cat1	cat2	url	post_text
January 10, 2022	300+ Sri Lankan journalists trained on Facebook fundamentals	PROGRAM IMPACT		https://www.facebook.com/formedia/blog/300-Sri-Lankan-Journalists-Trained-on-Facebook-Fundamentals	
January 4, 2022	Finding longevity on Instagram: Sergio Ines celebrates 10 years of success as a creator | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/Sergio-Ines-celebrates-10-years-of-success-on-instagram	
December 27, 2021	Learn How Donnalyn Earned Over 7 Million Followers in One Year	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/donnalyn-bartolome-content-strategy	
December 23, 2021	FoodMakers build a robust video content strategy and becomes hugely popular on Facebook	SUCCESS STORIES		https://www.facebook.com/formedia/success-stories/foodmakers-masters-facebook-tools	
December 23, 2021	How MisThy and Linh Ngoc Dam Went from Gamers to Lifestyle Creators	SUCCESS STORIES		https://www.facebook.com/formedia/success-stories/creatory-MisThy-and-Linh-Ngoc-Dam	
December 23, 2021	Focus on Original Content: How Webedia Increased Facebook Video Revenue by 300%	SUCCESS STORIES	JOURNALISM	https://www.facebook.com/journalismproject/webedia-video-revenue	
December 22, 2021	Latin American Fact-Checking Consortia Boost Integrity, Veracity during Election Seasons	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/third-party-fact-checking/latin-american-consortia	
December 17, 2021	Hyper-local Portuguese publication beats national news brands for engagement scores | Meta Journalism Project	SUCCESS STORIES		https://www.facebook.com/formedia/blog/local-portugese-publication-engagement	
December 17, 2021	How Athletes Unlimited Uses Facebook and Instagram to Grow and Evolve Women’s Sports	SUCCESS STORIES		https://www.facebook.com/formedia/success-stories/athletes-unlimited	
December 16, 2021	Announcing New Investments in Canada to Support a Healthy and Innovative News Ecosystem | Meta Journalism Project	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/canada-reader-revenue-accelerator	
December 14, 2021	Partners Share Tried and True Best Practices for Facebook Video	BEST PRACTICES		https://www.facebook.com/formedia/blog/publisher-video-best-practices	
December 14, 2021	Fan Subscriptions and In-Stream Ads Boost Thai Non-Profit News Outlet Prachatai | Meta Journalism Project	SUCCESS STORIES		https://www.facebook.com/formedia/blog/prachatai-fan-subscriptions-video	
December 13, 2021	+200% revenue growth: What's behind Milenio successful video revenue strategy	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/Milenio-video-revenue-strategy	
December 13, 2021	Facebook Helps FloSports Grow OTT Business Via New, Intentional Approach to Social	SUCCESS STORIES		https://www.facebook.com/formedia/success-stories/FloSports2	
December 13, 2021	Meta Partners with Poynter on International Expansion of Media Literacy Program to Help Seniors Detect Misinformation | Meta Journalism Project	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/international-expansion-of-media-literacy-seniors-misinformation	
December 10, 2021	How To Investigate Link Distribution Decline on Facebook | Meta Journalism Project	BEST PRACTICES		https://www.facebook.com/formedia/blog/how-to-investigate-link-distribution-decline-facebook	
December 10, 2021	Leveling up comment moderation and creator support | Meta for Creators	ANNOUNCEMENTS	CREATORS	https://www.facebook.com/creators/comment-moderation-and-support	
December 9, 2021	Teen chef Eitan Bernath wants creators to look past follower count | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/my-first-million-chef-eitan	
December 9, 2021	New ways to engage your audience and build your community	ANNOUNCEMENTS	CREATORS	https://www.facebook.com/creators/engaging-audiences-building-community	
December 8, 2021	Introducing Professional Mode for Profiles | Meta for Creators	ANNOUNCEMENTS	CREATORS	https://www.facebook.com/creators/professional-mode-for-profiles	
December 8, 2021	How 20 US-based, BIPOC-led Publishers Adapted and Prevailed During the Pandemic | Meta Journalism Project	SUCCESS STORIES	JOURNALISM	https://www.facebook.com/journalismproject/accelerator/bipoc-publishers-sustainability-grant-results	
December 8, 2021	Meta strengthens its commitment to Arab journalists with key regional initiatives | Meta Journalism Project	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/meta-strengthens-its-commitment-to-arab-journalists-with-key-regional-initiatives	
December 7, 2021	Stars Fest is here, along with new ways to earn with Stars on Facebook	ANNOUNCEMENTS	CREATORS	https://www.facebook.com/creators/stars-fest-is-here	
December 7, 2021	News in the Cloud: GMA’s Newsroom Digital Transformation	BEST PRACTICES		https://www.facebook.com/formedia/blog/GMA-newsroom-digital-transformation-cloud	
December 6, 2021	6 Ways Young Media Professionals Can Transform Your Newsrooms | Meta Journalism Project	SUCCESS STORIES		https://www.facebook.com/formedia/blog/young-media-professionals-transform-newsrooms	
December 6, 2021	How Newsrooms Can Utilize Instagram Stories for Newsletter Recruitment	SUCCESS STORIES		https://www.facebook.com/formedia/blog/newsrooms-instagram-stories-newsletters	
December 6, 2021	What 3 Brands Learned from Launching Reels on their Platforms	SUCCESS STORIES		https://www.facebook.com/formedia/blog/instagram-reels-hbcu-fellowship	
December 6, 2021	How to Use Facebook Groups to Drive Site Membership | Meta Journalism Project	SUCCESS STORIES		https://www.facebook.com/formedia/blog/facebook-groups-increase-revenue	
December 3, 2021	Why this beauty creator with over 10M followers went all in on Facebook Live	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-roccibella	
December 3, 2021	Makeup artist Candylover89 has found a growing community on Facebook Live	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/candylover89-facebook-live-tips	
December 2, 2021	Daphnique Springs on the myriad ways fans can support their favorite creators | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/daphnique-springs-monetizing-facebook	
December 2, 2021	How Facebook helped Chad Harrell turn his passion into a business | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/chad-harrell-skatelyfe-in-stream-ads	
December 2, 2021	Community News Project expands to 100 reporters with $8m/£5.9m in new funding | Meta Journalism Project	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/community-news-project-expands-100-reporters	
December 2, 2021	How Brand-safe content helped Lovely Family TV increase revenue	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/lovely-family-tv-brand-safe-facebook-contents	
December 1, 2021	Polish newspaper achieves 171% growth in engagement weeks after Meta Video Accelerator | Meta Journalism Project	SUCCESS STORIES		https://www.facebook.com/formedia/blog/polish-newspaper-growth-engagement	
November 30, 2021	7 Portuguese Publishers Join the Audience Development & Retention Accelerator | Meta Journalism Project	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/portugal-2021-participants	
November 29, 2021	Apply Now for the 2022 HBCU Summer News Fellowship Program | Meta Journalism Project	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/hbcu-summer-news-fellowship-2022	
November 24, 2021	Creators Spotlight: Terrell and Jarius | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/terrell-jarius-joseph-facebook-video	
November 24, 2021	Meta and ABERT partner to launch a new training, mentorship and grants program focused on radio and television	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/meta-abert-new-training-focused-on-radio-and-tv	
November 23, 2021	How creator and disability advocate Molly Burke created a safe haven on Facebook | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/molly-burke-facebook-video	
November 19, 2021	Creator Spotlight: fromis_9	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-fromis_9	
November 18, 2021	Meta announces Human Rights Defender Fund and Journalist Safety Initiative for Asia Pacific	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/meta-announces-human-rights-defender-fund-and-journalist-safety-initiative-for-asia-pacific	
November 17, 2021	30 Newsrooms Join US Reader Revenue Accelerators	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/us-reader-revenue-2021-participants	
November 17, 2021	How Tempo Secured 14,000 Paying Subscribers In Less Than 1 Year	SUCCESS STORIES		https://www.facebook.com/formedia/blog//How-Tempo-Secured-14K-Paying-Subscribers-In-Under-1-Year	
November 12, 2021	Meta supports ISDI new free online training for journalists in Mexico	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/isdi-training-2021	
November 10, 2021	Creator Spotlight: 4EVE	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-4eve	
November 8, 2021	Announcing the second year of We The Culture	ANNOUNCEMENTS	CREATORS	https://www.facebook.com/creators/we-the-culture-second-year	
November 5, 2021	Facebook Watch Masterclass: Learn from our Partners Success Stories	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/how-two-digital-publishers-reached-new-audiences-with-facebook-watch	
November 4, 2021	Apply Now: Applications are open for the Meta Aotearoa Audience Development Accelerator	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/meta-announces-four-part-commitment-to-support-sustainability-of-new-zealand-newsrooms	
November 3, 2021	Italy's local news publisher find success with Crossposting	SUCCESS STORIES	JOURNALISM	https://www.facebook.com/journalismproject/italys-local-news-publisher-find-success-with-crossposting	
November 3, 2021	Best practices for optimizing your video on Facebook	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/10-video-best-practices	
November 3, 2021	Creator Spotlight: Ranz and Niana	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-Niana-and-Ranz	
November 3, 2021	Earn money with Subscriptions on Facebook	ANNOUNCEMENTS	CREATORS	https://www.facebook.com/creators/earn-money-with-subscriptions	
November 3, 2021	Digital transformation programs in Colombia	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/meta-ami-asomedios-y-fundacion-gabo	
November 2, 2021	Meta partners with Canadian news publishers on News Innovation Test	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/facebook-partners-with-canadian-news-publishers	
October 31, 2021	How New Media Group grew Instant Articles and programmatic revenue	SUCCESS STORIES		https://www.facebook.com/formedia/blog/New-Media-Group-grew-revenue-both-Instant-Articles-and-programmatic-web	
October 28, 2021	Learn how Delta Goodrem is deepening her connection with fans	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-delta-goodrem	
October 26, 2021	10 Publishers Join the Middle East/South Africa Facebook Accelerator	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/accelerator/middle-east-africa-2021-participants	
October 26, 2021	17 Central and Eastern Europe Publishers Join the Facebook Reader Revenue Accelerator	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/accelerator/central-eastern-europe-2021-participants	
October 26, 2021	16 Spanish Publishers join the Facebook Reader Revenue Accelerator	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/accelerator/spain-2021-participants	
October 26, 2021	How RCTI grew followers and revenue on Facebook	SUCCESS STORIES		https://www.facebook.com/formedia/success-stories/rcti	
October 25, 2021	Learn how Dianxi Xiaoge’s cooking videos reach millions	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/cultural-feast-how-dianxi-xiaoges-cooking-videos-reach-millions	
October 25, 2021	Creator Spotlight: Atta Halilintar	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-atta-halilinta	
October 21, 2021	Facebook France and L'Alliance de la presse de l'information partner to strengthen the news experience for people and publishers in France	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-alliance-announce-news-partnership	
October 20, 2021	Meta and ARIJ’s new AFCN project to build a robust fact-checking community in the MENA region.	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/edit-and-verify-fb-and-arij-new-afcn-project	
October 19, 2021	Tackling Food Poverty with Marcus Rashford and Tom Kerridge’s Full Time Meals Initiative on Facebook and Instagram	SUCCESS STORIES		https://www.facebook.com/formedia/success-stories/tackling-food-poverty-with-marcus-rashford-and-tom-kerridges-full-time-meals-initiative-on-facebook-and-instagram	
October 18, 2021	Cinta Laura Kiehl shows young women their potential is limitless	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-cinta-laura-kiehl	
October 18, 2021	How Creators use Creator Studio Insights to optimize video | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/ruam-ghost-kop-dinh-video-success	
October 14, 2021	Apply now: Applications open for the AU$15 million Facebook Australian News Fund	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/applications-open-for-the-au15-million-facebook-australian-news-fund	
